,game_title, genre, platforms, developers,release_year,release_month,release_day,average_metascore_ratings
4597,Steel Soldiers,Command|Real-Time|General|Strategy|Sci-Fi,PC|iPhone/iPad,The Bitmap Brothers,2001,6,14,70.0
4598,Full Spectrum Warrior: Ten Hammers,Military|Real-Time|Strategy|General,PC|PlayStation 2,Pandemic Studios,2006,3,28,70.0
4599,Anomaly Defenders,Real-Time|Defense|General|Strategy|Sci-Fi,PC|iPhone/iPad,11 bit studios,2014,5,29,73.33
4600,Sengoku,Wargame|Real-Time|Strategy|General,PC,Paradox Development Studio,2011,9,13,70.0
4601,World War II: Frontline Command,Historic|Real-Time|Strategy|General,PC,The Bitmap Brothers,2003,6,27,70.0
4602,Age of Sail II: Privateer's Bounty,Historic|Real-Time|Strategy|General,PC,Akella,2002,8,13,69.0
4603,Ashes of the Singularity,Real-Time|Strategy|General,PC,Oxide Games,2016,3,31,69.0
4604,Age of Empires: Definitive Edition,Command|Real-Time|Strategy,PC,Microsoft Game Studios| Forgotten Empires LLC,2018,2,20,69.0
4605,Warhammer 40 000: Sanctus Reach,Real-Time|Strategy|General,PC,Strayllight Entertainment,2017,1,19,69.0
4606,Black & White 2 - Battle of the Gods,Fantasy|Real-Time|Strategy|General,PC,Lionhead Studios,2006,4,24,69.0
4607,Freaking Meatbags,Real-Time|Defense|General|Strategy,PC,Wild Factor,2014,5,20,69.0
4608,Chaos League: Sudden Death,Fantasy|Real-Time|Strategy|General,PC,Cyanide,2005,12,8,69.0
4609,Order of War,Real-Time|General|Strategy|Historic|Tactics,PC,Wargaming.net,2009,9,22,69.0
4610,Imperial Glory,Historic|Real-Time|Strategy|General,PC,Pyro Studios,2005,5,17,69.0
4611,Armies of Exigo,Fantasy|Real-Time|Strategy|General,PC,Black Hole Games,2004,11,30,69.0
4612,Cossacks II: Battle for Europe,Historic|Command|Real-Time|Strategy,PC,GSC Game World,2006,6,28,69.0
4613,Submarine Titans,Real-Time|Strategy|General,PC,Ellipse Studios,2000,8,9,69.0
4614,Joint Task Force,Tactics|Real-Time|Strategy|Modern,PC,HD Interactive| Most Wanted Entertainment,2006,9,12,68.0
4615,Tom Clancy's EndWar,Tactics|Military|Real-Time|Strategy,PC|PlayStation 3|Xbox 360,Ubisoft Shanghai,2009,2,24,68.0
4616,Empires Apart,Real-Time|Strategy|General,PC,DESTINYbit,2018,3,29,68.0
4617,Metal Fatigue,Real-Time|Strategy|General,PC,Zono Inc.,2000,7,31,68.0
4618,O.R.B.,Sci-Fi|Real-Time|Strategy|General,PC,Strategy First,2002,11,4,68.0
4619,Magic: The Gathering - Battlegrounds,Fantasy|Real-Time|Strategy|General,PC,Secret Level,2003,11,18,68.0
4620,Shad'O,Defense|Real-Time|Strategy|General,PC,Okugi Studio,2012,9,4,68.0
4621,Beware Planet Earth!,Real-Time|Defense|General|Strategy,PC|iPhone/iPad,Lightmare Studio,2012,8,30,68.0
4622,Infinite Crisis,MOBA|Real-Time|Strategy,PC,Turbine Inc.,2015,3,26,68.0
4623,Men of War: Assault Squad 2,Military|Real-Time|Strategy|General,PC,1C| 1C Company,2014,3,20,68.0
4624,Warhammer 40 000: Armageddon,Sci-Fi|Real-Time|Strategy|General,PC|iPhone/iPad,The Lordz Games Studio| Flashback Games,2014,11,26,69.67
4625,Commander: Conquest of the Americas,Command|Real-Time|Strategy|General,PC,Nitro Games,2010,7,30,68.0
4626,Blitzkrieg 3,Real-Time|General|Strategy|Historic|Tactics,PC,Nival Interactive| Nival,2017,6,2,68.0
4627,SPACECOM,Command|Real-Time|Strategy|General,PC|iPhone/iPad,FLOW COMBINE,2014,9,17,68.0
4628,Age of Empires II: HD Edition,Command|Miscellaneous|Compilation|Real-Time|Strategy|Historic,PC,Ensemble Studios| Hidden Path Entertainment,2013,4,9,68.0
4629,Battlezone: Combat Commander,Real-Time|Strategy|General,PC,Big Boat Interactive,2018,3,1,68.0
4630,Sudden Strike II,Historic|Real-Time|Strategy|General,PC,Fireglow,2002,9,26,68.0
4631,Squad Assault: West Front,Military|Real-Time|Strategy|General,PC,Freedom Games,2003,11,2,68.0
4632,Army Men: RTS,Fantasy|Real-Time|Strategy|General,PC|PlayStation 2,Pandemic Studios,2002,3,24,67.0
4633,Oil Rush,Real-Time|Strategy|General|Modern,PC,Unigine Corp| Russia,2011,9,23,67.0
4634,The Lord of the Rings: War of the Ring,Fantasy|Real-Time|Strategy|General,PC,Liquid Entertainment,2003,11,4,67.0
4635,Patrician IV: Rise of a Dynasty,Real-Time|Business / Tycoon|Strategy|Historic|Management,PC,Gaming Minds Studios,2011,3,31,67.0
4636,UFO: Aftershock,Real-Time|Turn-Based|General|Strategy|Sci-Fi,PC,Altar Interactive,2005,11,23,67.0
4637,Codename Panzers: Cold War,Military|Real-Time|Strategy|General,PC,Stormregion,2009,3,10,67.0
4638,Champions of Anteria,Real-Time|Strategy|General,PC,Blue Byte,2016,8,30,67.0
4639,Project Earth: Starmageddon,Sci-Fi|Real-Time|Strategy|General,PC,City Interactive,2002,4,29,67.0
4640,Earth 2150: Lost Souls,Sci-Fi|Real-Time|Strategy|General,PC,Zuxxez,2002,9,9,67.0
4641,Pacific Storm,Historic|Real-Time|Strategy|General,PC,Lesta Studio,2006,10,2,67.0
4642,Faces of War,Historic|Real-Time|Strategy|General,PC,Best Way,2006,9,12,67.0
4643,Age of Mythology: Extended Edition,Fantasy|Real-Time|Strategy|General,PC,Ensemble Studios,2014,5,8,66.0
4644,Far Gate,Real-Time|Strategy|General,PC,Super X Studios,2001,9,10,66.0
4645,Theatre of War,Real-Time|General|Strategy|Historic|Tactics,PC,Battlefront.com| 1C| 1C Company,2007,4,19,66.0
4646,Desperados 2: Cooper's Revenge,Historic|Real-Time|Strategy|General,PC,Spellbound,2006,5,5,66.0
4647,Patrician IV,Real-Time|Business / Tycoon|Strategy|Historic|Management,PC,Gaming Minds Studios,2010,9,17,66.0
4648,Hegemony: Philip of Macedon,Historic|Real-Time|Strategy|General,PC,Longbow Digital Arts,2010,11,5,66.0
4649,American Conquest: Fight Back,Historic|Command|Real-Time|Strategy,PC,GSC Game World,2003,9,29,66.0
4650,Medieval Conquest,Fantasy|Real-Time|Strategy|General,PC,Cat Daddy Games,2004,9,6,66.0
4651,Stronghold: Crusader II,Historic|Real-Time|Strategy|General,PC,FireFly Studios,2014,9,22,65.0
4652,Hearts of Iron III: Semper Fi,Historic|Real-Time|Strategy|General,PC,Paradox Development Studio,2010,6,7,65.0
4653,Hinterland,Fantasy|Real-Time|Strategy|General,PC,Tilted Mill,2008,9,30,65.0
4654,Squad Assault: Second Wave,Historic|Real-Time|Strategy|General,PC,Freedom Games,2005,8,31,65.0
4655,Heroes of Annihilated Empires,Fantasy|Real-Time|Strategy|General,PC,GSC Game World,2006,11,16,65.0
4656,Crusader Kings II: Jade Dragon,Real-Time|Strategy|General,PC,Paradox Development Studio,2017,11,16,65.0
4657,Warhammer: Mark of Chaos - Battle March,Fantasy|Real-Time|Strategy|General,PC,Black Hole Games,2008,9,2,65.0
4658,War  the Game,Military|Real-Time|Strategy,PC,GabberGames,2015,1,12,65.0
4659,S.W.I.N.E.,Tactics|Real-Time|Strategy|General,PC,Stormregion,2001,11,19,65.0
4660,Lords of the Realm III,Historic|Real-Time|Strategy|General,PC,Impressions Games,2004,3,17,65.0
4661,War for the Overworld,Fantasy|Real-Time|Strategy|General,PC,Subterranean Games,2015,4,2,65.0
4662,Naval War: Arctic Circle,Military|Real-Time|Strategy|General,PC,Turbo Tape Games,2012,4,10,64.0
4663,Star Trek Away Team,Sci-Fi|Real-Time|Strategy|General,PC,Reflexive Entertainment,2001,3,19,64.0
4664,Rise & Fall: Civilizations at War,Historic|Real-Time|Strategy|General,PC,Midway| Stainless Steel Studios,2006,6,12,64.0
4665,Warrior Kings: Battles,Fantasy|Real-Time|Strategy|General,PC,Black Cactus,2003,9,30,64.0
4666,Command & Conquer: Red Alert 3 - Uprising,Sci-Fi|Real-Time|Strategy|General,PC,EA LA,2009,3,12,64.0
4667,Star Trek: Deep Space Nine: Dominion Wars,Tactics|Real-Time|Strategy|General,PC,Gizmo,2001,6,10,64.0
4668,Command & Conquer 4: Tiberian Twilight,Sci-Fi|Real-Time|Strategy|General,PC,EA LA,2010,3,16,64.0
4669,Officers,Historic|Real-Time|Strategy|General,PC,3A Games,2009,7,14,64.0
4670,Theatre of War 2: Africa 1943,Military|Real-Time|General|Strategy|Tactics,PC,Battlefront.com| 1C Company,2009,4,24,63.0
4671,WorldShift,Sci-Fi|Real-Time|Strategy|General,PC,Black Sea Studios,2009,11,16,63.0
4672,Imperium Romanum,Real-Time|Strategy|Historic|Management|Government,PC,Haemimont| Haemimont Games,2008,3,11,63.0
4673,Empire Earth: The Art of Conquest,Historic|Real-Time|Strategy|General,PC,Mad Doc Software,2002,9,17,63.0
4674,The Guild 2: Pirates of the High Seas,Historic|Real-Time|Strategy|General,PC,4Head Studios,2007,6,25,63.0
4675,Hearts of Iron IV: Together for Victory,Real-Time|Strategy|General,PC,Paradox Development Studio,2016,12,15,63.0
4676,Conan Unconquered,Command|Real-Time|Strategy|General,PC,Petroglyph,2019,5,29,63.0
4677,Stronghold 2,Historic|Real-Time|Strategy|General,PC,FireFly Studios,2005,4,18,63.0
4678,Total War: Rome II - Caesar in Gaul,Historic|Real-Time|Strategy|General,PC,Creative Assembly,2013,12,12,63.0
4679,Once Upon a Knight,Fantasy|Real-Time|Strategy|General,PC,Reality Pump,2003,9,25,63.0
4680,First Battalion,Military|Real-Time|Strategy,PC,,2006,8,21,63.0
4681,Gangland,Real-Time|Strategy|General|Modern,PC,MediaMobsters,2004,3,4,63.0
4682,Cossacks 3,Real-Time|Command|General|Strategy,PC,GSC Game World,2016,9,20,63.0
4683,Defense Technica,Defense|Real-Time|Strategy|General,PC|iPhone/iPad|PlayStation 3|Xbox 360,KUNO INTERACTIVE,2013,10,24,66.0
4684,Crush Your Enemies,Tactics|Real-Time|Strategy,PC|iPhone/iPad|Switch,Vile Monarch,2016,7,13,63.0
4685,Sudden Strike 3: Arms for Victory,Historic|Real-Time|Strategy|General,PC,Fireglow,2008,4,1,63.0
4686,Republic: The Revolution,Real-Time|Strategy|General|Modern,PC,Elixir Studios,2003,8,27,62.0
4687,Total War: Rome II - Empire Divided,Real-Time|Strategy|General,PC,Creative Assembly,2017,11,30,62.0
4688,XIII Century: Death or Glory,Historic|Real-Time|Strategy|General,PC,Unicorn Games Studio,2008,3,12,62.0
4689,Little King's Story,Real-Time|Strategy|General,PC,Cingular mMode| Cing,2016,8,5,62.0
4690,Planetary Annihilation,Strategy|Command|Real-Time|Sci-Fi,PC,Uber Entertainment,2013,6,13,62.0
4691,Diggles,Fantasy|Real-Time|Strategy|General,PC,Innonics,2002,3,20,62.0
4692,Northland,Fantasy|Real-Time|Strategy|General,PC|iPhone/iPad,Funatics Development GmbH| Funatics Software| Funatics,2004,3,24,62.0
4693,Project Nomads,Fantasy|Real-Time|Strategy|General,PC,Radon Labs,2002,11,1,62.0
4694,Etherium,Sci-Fi|Real-Time|Strategy|General,PC,Tindalos Interactive,2015,3,25,62.0
4695,Warparty,Real-Time|Strategy|General,PC|PlayStation 4|Switch|Xbox One,Warcave,2019,3,28,62.0
4696,Lords of EverQuest,Fantasy|Real-Time|Strategy|General,PC,Rapid Eye Entertainment,2003,12,1,62.0
4697,Jagged Alliance: Back in Action,Real-Time|Turn-Based|General|Strategy|Modern|Tactics,PC,Kalypso,2012,2,8,62.0
4698,Breach & Clear: Deadline,Tactics|Real-Time|Strategy,PC|PlayStation 4|Xbox One,Mighty Rabbit Studios,2015,7,20,62.0
4699,Europa Universalis: Crown of the North,Historic|Real-Time|Strategy|General,PC,Paradox Development Studio,2000,11,9,61.0
4700,World War II: Panzer Claws,Real-Time|General|Strategy|Historic|Tactics,PC,Zuxxez| In Images,2002,11,12,61.0
4701,The Guild 2,Historic|Real-Time|Strategy|General,PC,4Head Studios,2006,10,12,61.0
4702,Nexagon: Deathmatch,Sci-Fi|Real-Time|Strategy|General,PC,Strategy First,2003,7,23,61.0
4703,StarDrive,Sci-Fi|Real-Time|Strategy|General,PC,Zero Sum Games,2013,4,26,61.0
4704,BCT Commander,Wargame|Real-Time|Strategy|General,PC,ProSim,2002,2,23,61.0
4705,Original War,Command|Real-Time|Strategy|General,PC,Altar Interactive,2001,12,3,61.0
4706,Dogs of War,Sci-Fi|Real-Time|Strategy|General,PC,Silicon Dreams,2000,7,30,61.0
4707,Pacific Storm: Allies,Historic|Real-Time|Strategy|General,PC,Lesta Studio,2008,1,28,60.0
4708,Dragon Throne: Battle of Red Cliffs,Historic|Real-Time|Strategy|General,PC,Object,2002,3,26,60.0
4709,Reign: Conflict of Nations,Historic|Real-Time|Strategy|General,PC,Lesta Studio,2010,6,28,60.0
4710,Cossacks: Back to War,Historic|Command|Real-Time|Strategy,PC,GSC Game World,2002,11,20,60.0
4711,Ancient Wars: Sparta,Historic|Real-Time|Strategy|General,PC,WorldForge,2007,4,24,59.0
4712,Conflict Zone,Military|Real-Time|Strategy|General,PC|PlayStation 2,MASA Group,2001,10,31,59.0
4713,Dark Planet: Battle for Natrolis,Sci-Fi|Real-Time|Strategy|General,PC,Creative Edge Software,2002,3,20,59.0
4714,Dawn of Fantasy,Fantasy|Real-Time|Strategy|General,PC,Reverie World Studios Inc.,2011,6,3,59.0
4715,Cuban Missile Crisis: The Aftermath,Historic|Real-Time|Strategy|General,PC,G5 Software,2005,12,22,59.0
4716,Tower Wars,Fantasy|Real-Time|Strategy|General,PC,SuperVillain Studios,2012,8,14,59.0
4717,Kingdom Under Fire: A War of Heroes,Real-Time|Strategy|General,PC,Phantagram,2001,1,18,59.0
4718,Mars or Die!,Defense|Real-Time|Strategy,PC|Switch,34BigThings,2018,7,13,58.0
4719,Defenders of Ardania,Defense|Real-Time|Strategy|General,PC|iPhone/iPad|Xbox 360,Most Wanted Entertainment,2012,3,14,58.0
4720,Clockwork Empires,Fantasy|Real-Time|Strategy|General,PC,Gaslamp Games,2016,10,26,58.0
4721,Wildfire (2004),Real-Time|Strategy|General|Modern,PC,Take-Two Interactive,2004,10,7,58.0
4722,Takeda,Historic|Real-Time|Strategy|General,PC,Magitech,2001,11,14,58.0
4723,Victoria: An Empire Under the Sun,Historic|Real-Time|Strategy|General,PC,Paradox Development Studio,2003,11,18,58.0
4724,Emergency 3,Real-Time|Strategy|General|Modern,PC,Sixteen Tons Entertainment,2006,4,6,58.0
4725,Highland Warriors,Command|Real-Time|General|Strategy|Historic,PC,Soft Enterprises,2003,1,20,58.0
4726,Maelstrom (2007),Sci-Fi|Real-Time|Strategy|General,PC,KDV Games,2007,2,20,58.0
4727,Prime World: Defenders,Defense|Real-Time|Strategy|General,PC|iPhone/iPad|Switch,Nival Interactive,2013,6,5,58.0
4728,Frontline: Fields of Thunder,Historic|Real-Time|Strategy,PC,Nival Interactive| N-Game Studios,2007,4,9,57.0
4729,Empire Earth II: The Art of Supremacy,Historic|Real-Time|Strategy|General,PC,Mad Doc Software,2006,2,14,57.0
4730,The Partners,Real-Time|Strategy|General|Modern,PC,Monte Cristo Multimedia| Monte Cristo,2002,9,9,57.0
4731,Genesis Rising: The Universal Crusade,Sci-Fi|Real-Time|Strategy|General,PC,Metamorf Studios,2007,3,20,57.0
4732,Stronghold Legends,Fantasy|Real-Time|Strategy|General,PC,FireFly Studios,2006,10,23,57.0
4733,Men of War: Condemned Heroes,Tactics|Real-Time|Strategy|General,PC,1C-Softclub,2012,4,12,57.0
4734,Moscow to Berlin: Red Siege,Historic|Real-Time|Strategy|General,PC,Monte Cristo Multimedia| Monte Cristo,2006,6,14,57.0
4735,WWI: The Great War,Historic|Command|Real-Time|Strategy,PC,Lesta Studio,2004,2,6,57.0
4736,D-Day,Historic|Real-Time|Strategy|General,PC,Digital Reality,2004,12,7,56.0
4737,Guardians of Middle-Earth,MOBA|Real-Time|Strategy,PC|PlayStation 3|Xbox 360,Monolith Productions,2013,8,29,56.0
4738,Micro Commandos,Sci-Fi|Real-Time|Strategy|General,PC,Monte Cristo Multimedia| Monte Cristo,2002,8,24,56.0
4739,The Outforce,Real-Time|Strategy|General,PC,O3 Games,2000,12,31,56.0
4740,Alexander,Historic|Real-Time|Strategy|General,PC,GSC Game World,2004,11,23,56.0
4741,Korea: Forgotten Conflict,Military|Real-Time|Strategy|General,PC,Plastic Reality,2003,11,17,56.0
4742,Meridian: Squad 22,Command|Tactics|Real-Time|Strategy,PC,Elder Games,2016,8,11,56.0
4743,Blitzkrieg II: Fall of the Reich,Real-Time|General|Strategy|Historic|Tactics,PC,Nival Interactive,2007,2,22,55.0
4744,Re-Legion,Command|Real-Time|Strategy,PC,Ice Code Games,2019,1,31,55.0
4745,Defenders of Time,Defense|Real-Time|Strategy|General,PC,Fourlights,2014,11,4,55.0
4746,Cold War Conflicts,Historic|Real-Time|Strategy|General,PC,Walkon Games,2005,4,6,55.0
4747,King Arthur: Fallen Champions,Fantasy|Real-Time|Strategy,PC,NeocoreGames,2011,9,16,54.0
4748,Port Royale 3: Pirates and Merchants,Real-Time|Strategy|General,PC|PlayStation 3|Xbox 360,Kalypso,2012,5,4,54.0
4749,Real War: Rogue States,Military|Real-Time|Strategy,PC,Rival Interactive,2002,10,1,54.0
4750,Achron,Sci-Fi|Real-Time|Strategy|General,PC,Hazardous Software,2011,8,29,54.0
4751,Rise of Immortals: Battle for Graxia,Massively Multiplayer Online|Role-Playing|MOBA|Real-Time|Fantasy|Strategy,PC,Petroglyph,2011,9,12,54.0
4752,The Golden Horde,Historic|Real-Time|Strategy|General,PC,WorldForge,2008,7,15,54.0
4753,American Conquest: Divided Nation,Historic|Command|Real-Time|Strategy,PC,Revolution of Strategy,2006,3,27,53.0
4754,War Times,Military|Real-Time|Strategy|General,PC,Legend Studios,2004,4,1,53.0
4755,Thandor: The Invasion,Real-Time|Strategy|General,PC,Planet4,2000,12,31,53.0
4756,Two Thrones,Historic|Real-Time|Strategy|General,PC,Paradox Interactive| Paradox Development Studio,2004,2,10,53.0
4757,Gemini Wars,Fantasy|Real-Time|Strategy,PC,Camel 101,2012,6,8,53.0
4758,A Game of Thrones: Genesis,Real-Time|Fantasy|General|Strategy|Historic,PC,Cyanide,2011,9,28,53.0
4759,BANNERMEN,Real-Time|Strategy|General,PC,Pathos Interactive,2019,2,21,52.0
4760,Realpolitiks,Real-Time|Strategy|General,PC|Switch,Jujubee S.A.,2017,2,16,52.0
4761,Great War Nations: The Spartans,Historic|Real-Time|Strategy|General,PC,WorldForge,2008,5,5,52.0
4762,SuperPower 2,Real-Time|Strategy|General|Modern,PC,GolemLabs,2004,10,11,51.0
4763,Confrontation,Fantasy|Real-Time|Strategy|General,PC,Cyanide,2012,4,4,51.0
4764,Empire Earth III,Historic|Real-Time|Strategy|General,PC,Mad Doc Software,2007,11,6,50.0
4765,Trapped Dead,Sci-Fi|Real-Time|Strategy,PC,Headup Games| Crenetic Studios,2011,2,25,50.0
4766,America,Historic|Real-Time|Strategy|General,PC,Data Becker,2001,1,14,50.0
4767,Elements of War,Military|Real-Time|Strategy,PC,Lesta Studio,2011,4,18,49.0
4768,Theatre of War 3: Korea,Historic|Real-Time|Strategy|General,PC,1C| 1C Company,2011,3,24,49.0
4769,Platoon: The 1st Airborne Cavalry Division in Vietnam,Military|Real-Time|Strategy|General,PC,Digital Reality,2002,11,21,49.0
4770,The Guild 2: Venice,Historic|Real-Time|Strategy|General,PC,,2008,10,7,49.0
4771,Cannon Fodder 3,Military|Real-Time|Strategy|General,PC,,2012,2,9,49.0
4772,APOX,Command|Military|Real-Time|General|Strategy,PC,BlueGiant Interactive,2011,1,20,48.0
4773,Real War,Real-Time|Strategy|General,PC,Rival Interactive,2001,9,24,48.0
4774,Rebels: Prison Escape,Real-Time|Strategy|Modern,PC,Philoslabs,2003,8,26,47.0
4775,Stronghold 3,Historic|Real-Time|Strategy|General,PC,FireFly Studios,2011,10,24,47.0
4776,The History Channel: Great Battles of Rome,Historic|Real-Time|Strategy|General,PC,Slitherine Software| Slitherine,2007,10,15,46.0
4777,Gladiators of Rome,Historic|Real-Time|Strategy|General,PC,Cat Daddy Games,2002,10,27,46.0
4778,Dreamlords,Fantasy|Real-Time|Strategy|General,PC,Lockpick Entertainment,2007,2,15,46.0
4779,Frozen Hearth,Fantasy|Real-Time|Strategy,PC,Epiphany Games,2013,12,19,46.0
4780,Starpoint Gemini,Simulation|Real-Time|Ship|Strategy|General|Sci-Fi,PC,Little Green Men,2010,12,15,46.0
4781,Stronghold: Crusader Extreme,Miscellaneous|Compilation|Real-Time|Strategy|Historic,PC,FireFly Studios,2008,6,2,45.0
4782,Cops 2170: The Power of Law,Sci-Fi|Real-Time|Strategy|General,PC,Mist Land,2005,1,27,44.0
4783,SunAge,Sci-Fi|Real-Time|Strategy|General,PC,Vertex 4,2007,11,30,44.0
4784,Meridian: New World,Command|Sci-Fi|Real-Time|Strategy,PC,Elder Games,2014,4,4,43.0
4785,Perimeter II: New Earth,Sci-Fi|Real-Time|Strategy|General,PC,KDV Games,2009,2,10,43.0
4786,Alliance: Future Combat,Sci-Fi|Real-Time|Strategy,PC,Gameyus Interactive,2006,9,8,43.0
4787,Will of Steel,Military|Real-Time|Strategy|General,PC,Gameyus Interactive,2005,2,4,43.0
4788,Dragons and Titans,MOBA|Real-Time|Strategy,PC,Wyrmbyte,2014,3,12,43.0
4789,Stormrise,Sci-Fi|Real-Time|Strategy|General,PC|PlayStation 3|Xbox 360,Creative Assembly,2009,3,24,42.0
4790,Stranger,Fantasy|Real-Time|Strategy|General,PC,Fireglow,2008,3,26,42.0
4791,Shattered Suns,Sci-Fi|Real-Time|Strategy|General,PC,Clear Crown Studios,2008,8,19,41.0
4792,G.I. Combat,Wargame|Real-Time|Strategy|General,PC,Freedom Games,2002,11,4,38.0
4793,Left Behind: Eternal Forces,Sci-Fi|Real-Time|Strategy|General,PC,Left Behind Games,2006,11,7,38.0
4794,Warhammer 40 000: Storm of Vengeance,MOBA|Real-Time|Strategy,PC|iPhone/iPad,Eutechnyx,2014,2,27,41.33
4795,Demonworld: Dark Armies,Historic|Real-Time|Strategy|General,PC,Ikarion,2002,1,13,33.0
4796,Raven's Cry,Historic|Real-Time|Strategy|General,PC,Reality Pump,2015,1,30,27.0
4797,Fray,Fantasy|Real-Time|Strategy|General,PC,Brain Candy,2012,2,8,27.0
4798,Stalin vs. Martians,Military|Real-Time|Strategy|General,PC,N-Game Studios| Black Wing Foundation,2009,4,29,25.0
4799,Baldur's Gate II: Shadows of Amn,Role-Playing|Western-Style|PC-style RPG,PC,BioWare,2000,9,24,95.0
4800,Mass Effect 2,Role-Playing|Action RPG,PC|PlayStation 3|Xbox 360,BioWare,2010,1,26,94.0
4801,Diablo,Role-Playing|Action RPG,PC,Blizzard Entertainment,1996,12,31,94.0
4802,Divinity: Original Sin II,Role-Playing|Western-Style|Action RPG,PC,Larian Studios Games Ltd,2017,9,14,93.0
4803,Star Wars: Knights of the Old Republic,Role-Playing|Third-Person|General,PC|iPhone/iPad,BioWare,2003,11,18,91.33
4804,World of Warcraft,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Blizzard Entertainment,2004,11,23,93.0
4805,World of Warcraft: Wrath of the Lich King,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Blizzard Entertainment,2008,11,13,91.0
4806,Baldur's Gate,Role-Playing|Western-Style|PC-style RPG,PC,BioWare,1998,11,30,91.0
4807,World of Warcraft: The Burning Crusade,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Blizzard Entertainment,2007,1,16,91.0
4808,Planescape: Torment,Role-Playing|Western-Style|General|PC-style RPG,PC|iPhone/iPad,Black Isle Studios,1999,12,14,91.0
4809,Neverwinter Nights,Role-Playing|Western-Style|PC-style RPG,PC,BioWare,2002,6,16,91.0
4810,Dragon Age: Origins,Role-Playing|Western-Style|PC-style RPG,PC|PlayStation 3|Xbox 360,BioWare,2009,11,3,91.0
4811,Dark Souls II,Role-Playing|Action RPG,PC|PlayStation 3|Xbox 360,From Software,2014,4,25,91.0
4812,World of Warcraft: Cataclysm,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Blizzard Entertainment,2010,12,7,90.0
4813,Guild Wars 2,Massively Multiplayer Online|Role-Playing|Fantasy|General|Massively Multiplayer,PC,ArenaNet,2012,8,28,90.0
4814,Freedom Force,Role-Playing|Action RPG,PC,Irrational Games,2002,3,24,90.0
4815,Pillars of Eternity,Role-Playing|Third-Person|Western-Style|PC-style RPG,PC,Obsidian Entertainment,2015,3,26,89.0
4816,Guild Wars,Role-Playing|General|Massively Multiplayer,PC,ArenaNet,2005,4,26,89.0
4817,Mass Effect 3,Role-Playing|Action RPG,PC|PlayStation 3|Wii U|Xbox 360,BioWare,2012,3,6,89.0
4818,Torchlight II,Role-Playing|Action RPG,PC|PlayStation 4|Switch|Xbox One,Runic Games,2012,9,20,88.0
4819,The Lord of the Rings Online: Riders of Rohan,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Turbine Inc.,2012,10,15,88.0
4820,Diablo III,Role-Playing|Action RPG,PC|PlayStation 3|Xbox 360,Blizzard Entertainment,2012,5,15,88.0
4821,EVE Online: Special Edition,Massively Multiplayer Online|Miscellaneous|Role-Playing|Compilation|Sci-Fi,PC,CCP,2009,3,10,88.0
4822,World of Warcraft: Legion,Role-Playing|Massively Multiplayer,PC,Blizzard Entertainment,2016,8,30,88.0
4823,Pillars of Eternity II: Deadfire,Role-Playing|Western-Style,PC,Obsidian Entertainment,2018,5,8,88.0
4824,Dark Age of Camelot,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Mythic Entertainment,2001,9,1,88.0
4825,Baldur's Gate II: Throne of Bhaal,Role-Playing|Western-Style|PC-style RPG,PC,BioWare,2001,6,21,88.0
4826,Diablo II,Role-Playing|Action RPG,PC,Blizzard North,2000,6,29,88.0
4827,The Witcher 2: Assassins of Kings,Role-Playing|Action RPG,PC|PlayStation 3|Xbox 360,CD Projekt Red Studio,2011,5,17,88.0
4828,Shadowrun: Dragonfall - Director's Cut,Role-Playing|General,PC|iPhone/iPad,Harebrained Schemes LLC,2014,9,18,87.0
4829,Diablo II: Lord of Destruction,Role-Playing|Action RPG,PC,Blizzard North,2001,6,27,87.0
4830,Icewind Dale,Role-Playing|Western-Style|General|PC-style RPG,PC,Black Isle Studios,2000,6,29,87.0
4831,Diablo III: Reaper of Souls,Role-Playing|Action RPG,PC,Blizzard Entertainment,2014,3,25,87.0
4832,Divinity: Original Sin,Role-Playing|Western-Style|Action RPG,PC,Larian Studios Games Ltd,2014,1,17,87.0
4833,World of Warcraft: Warlords of Draenor,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Blizzard Entertainment,2014,11,13,87.0
4834,The Witcher: Enhanced Edition,Role-Playing|Action RPG,PC,CD Projekt Red Studio,2008,9,16,86.0
4835,EverQuest: Omens of War,Role-Playing|Fantasy|Massively Multiplayer Online|Massively Multiplayer,PC,Sony Online Entertainment,2004,9,13,86.0
4836,Dungeon Siege,Role-Playing|Action RPG,PC,Gas Powered Games,2002,3,31,86.0
4837,Mass Effect 2: Lair of the Shadow Broker,Role-Playing|Action RPG,PC|Xbox 360,BioWare,2010,9,7,86.0
4838,Monster Slayers,Role-Playing|Action RPG,PC|PlayStation 4|Switch|Xbox One,Nerdook Productions| Nerdook,2017,3,23,86.0
4839,CrossCode,Role-Playing|Action RPG,PC,Radical Fish Games,2018,9,20,86.0
